iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_n_jobs,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,24,0.4483033180236816,0.012477489045890938,0.0020499229431152344,0.0002251467826520344,0.7,0.01,9,1000,,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 1000, 'n_jobs': None, 'subsample': 0.7}",1.0,0.6666666666666666,0.5,0.5,0.6666666666666666,0.6666666666666666,0.18257418583505536,172
0,24,0.45922017097473145,0.015317192234612692,0.001977825164794922,1.6554973072531837e-05,0.7,0.01,9,1000,,0.8,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 1000, 'n_jobs': None, 'subsample': 0.8}",1.0,0.6666666666666666,0.25,0.5,0.6666666666666666,0.6166666666666666,0.2449489742783178,331
0,24,0.4582074642181396,0.018692167788497475,0.0019850730895996094,1.6625828618036973e-05,0.7,0.01,9,1000,,0.9,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 1000, 'n_jobs': None, 'subsample': 0.9}",1.0,0.6666666666666666,0.25,0.75,0.6666666666666666,0.6666666666666666,0.24152294576982397,172
0,24,0.3518761157989502,0.0040634308481482685,0.0019232273101806641,1.9966669917017843e-05,0.7,0.01,9,1000,,0.1,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 1000, 'n_jobs': None, 'subsample': 0.1}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,1016
0,24,0.06823940277099609,0.001829353285871315,0.001779651641845703,1.310617094541133e-05,0.7,0.01,15,100,,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 15, 'n_estimators': 100, 'n_jobs': None, 'subsample': 0.7}",1.0,0.6666666666666666,0.5,0.5,0.6666666666666666,0.6666666666666666,0.18257418583505536,172
0,24,0.07301440238952636,0.002933769179820884,0.0019147396087646484,0.0001632697671357254,0.7,0.01,15,100,,0.8,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 15, 'n_estimators': 100, 'n_jobs': None, 'subsample': 0.8}",0.5,0.6666666666666666,0.25,0.5,0.6666666666666666,0.5166666666666666,0.15275252316519466,793
0,24,0.07328858375549316,0.003486910844567048,0.0022842884063720703,0.0005919709875473581,0.7,0.01,15,100,,0.9,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 15, 'n_estimators': 100, 'n_jobs': None, 'subsample': 0.9}",1.0,0.6666666666666666,0.25,0.5,0.6666666666666666,0.6166666666666666,0.2449489742783178,331
0,24,0.039774513244628905,0.0010144965048711754,0.0019515037536621093,3.510130435523449e-05,0.7,0.01,15,100,,0.1,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 15, 'n_estimators': 100, 'n_jobs': None, 'subsample': 0.1}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,1016
0,24,0.1394969940185547,0.013605281915948947,0.002068042755126953,0.0003125559363394373,0.7,0.01,15,200,,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 15, 'n_estimators': 200, 'n_jobs': None, 'subsample': 0.7}",0.75,0.6666666666666666,0.25,0.75,0.6666666666666666,0.6166666666666666,0.18708286933869708,331
0,24,0.13622770309448243,0.004022638843905099,0.0024579524993896484,0.0002266438965719658,0.7,0.01,15,200,,0.8,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 15, 'n_estimators': 200, 'n_jobs': None, 'subsample': 0.8}",0.5,0.6666666666666666,0.25,0.5,0.6666666666666666,0.5166666666666666,0.15275252316519466,793
