iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_class_weight,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,param_n_jobs,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,74,22.611366271972656,0.21921928757447065,0.9426203727722168,0.06510807077872278,True,balanced,10,0.5,15,10,2000,-1,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 0.5, 'min_samples_leaf': 15, 'min_samples_split': 10, 'n_estimators': 2000, 'n_jobs': -1}",0.44897959183673464,0.85,0.5833333333333334,0.7755102040816327,0.6458333333333333,0.6607312925170067,0.14145530614781943,53
0,74,33.96252121925354,0.36539274901503765,1.4792802810668946,0.15955138355167067,True,balanced,10,0.5,15,10,3000,-1,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 0.5, 'min_samples_leaf': 15, 'min_samples_split': 10, 'n_estimators': 3000, 'n_jobs': -1}",0.4489795918367347,0.825,0.5833333333333334,0.7959183673469388,0.6041666666666666,0.6514795918367347,0.140613347414955,125
0,74,11.277357912063598,0.10329899317640853,0.4888610363006592,0.05556172347960284,True,balanced,10,0.5,15,15,1000,-1,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 0.5, 'min_samples_leaf': 15, 'min_samples_split': 15, 'n_estimators': 1000, 'n_jobs': -1}",0.4693877551020408,0.825,0.5416666666666666,0.7959183673469388,0.6249999999999999,0.6513945578231292,0.13920441091414987,130
0,74,22.058286666870117,0.26703406016929065,1.0612895011901855,0.1097306631107974,True,balanced,10,0.5,15,15,2000,-1,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 0.5, 'min_samples_leaf': 15, 'min_samples_split': 15, 'n_estimators': 2000, 'n_jobs': -1}",0.4489795918367347,0.825,0.6041666666666666,0.7755102040816327,0.6249999999999999,0.6557312925170068,0.13367757605642452,82
0,74,32.92910284996033,0.29133619064889027,1.3641760349273682,0.12105034914133186,True,balanced,10,0.5,15,15,3000,-1,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 0.5, 'min_samples_leaf': 15, 'min_samples_split': 15, 'n_estimators': 3000, 'n_jobs': -1}",0.3877551020408163,0.825,0.5833333333333334,0.8163265306122449,0.6458333333333333,0.6516496598639456,0.16217897518380775,120
0,74,14.921577262878419,0.29090636040241585,0.5515120983123779,0.07612395911403434,True,balanced,10,0.7,5,5,1000,-1,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 0.7, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 1000, 'n_jobs': -1}",0.326530612244898,0.775,0.4375,0.7959183673469388,0.6875,0.6044897959183674,0.1885503759561871,443
0,74,31.925525283813478,0.30429159213425677,1.003805923461914,0.11151628322317857,True,balanced,10,0.7,5,5,2000,-1,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 0.7, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 2000, 'n_jobs': -1}",0.3469387755102041,0.875,0.5625,0.7551020408163266,0.6458333333333333,0.6370748299319727,0.17908425714042273,240
0,74,49.36432099342346,0.8099802027859073,1.4973618507385253,0.08045693014307209,True,balanced,10,0.7,5,5,3000,-1,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 0.7, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 3000, 'n_jobs': -1}",0.42857142857142855,0.8,0.5625,0.8571428571428571,0.6458333333333334,0.6588095238095238,0.15602842566184047,66
0,74,17.240367889404297,0.4335961480836587,0.5804128646850586,0.05993504042774609,True,balanced,10,0.7,5,10,1000,-1,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 0.7, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 1000, 'n_jobs': -1}",0.4897959183673469,0.75,0.5416666666666666,0.8571428571428571,0.6249999999999999,0.6527210884353741,0.13483145073521485,108
0,74,33.88845057487488,0.4694784700989067,1.0318969249725343,0.09564432301326971,True,balanced,10,0.7,5,10,2000,-1,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 0.7, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 2000, 'n_jobs': -1}",0.5102040816326531,0.75,0.5625,0.836734693877551,0.6041666666666666,0.652721088435374,0.12176425380446546,109
0,74,49.39268822669983,0.4033096370214551,1.4404663562774658,0.0818127448365391,True,balanced,10,0.7,5,10,3000,-1,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 0.7, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 3000, 'n_jobs': -1}",0.5306122448979592,0.825,0.6041666666666666,0.7551020408163265,0.6458333333333333,0.6721428571428569,0.10544325487708758,22
0,74,16.151062345504762,0.18749398917938304,0.618136978149414,0.09424944421750714,True,balanced,10,0.7,5,15,1000,-1,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 0.7, 'min_samples_leaf': 5, 'min_samples_split': 15, 'n_estimators': 1000, 'n_jobs': -1}",0.3877551020408163,0.75,0.49999999999999994,0.7959183673469388,0.7083333333333334,0.6284013605442177,0.15724810210676138,275
0,74,32.105492210388185,0.5199382959343569,0.9629583835601807,0.06278859539309775,True,balanced,10,0.7,5,15,2000,-1,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 0.7, 'min_samples_leaf': 5, 'min_samples_split': 15, 'n_estimators': 2000, 'n_jobs': -1}",0.5102040816326531,0.8,0.5625,0.7551020408163266,0.6458333333333334,0.6547278911564627,0.1101373543472886,99
0,74,46.73281774520874,0.8429678972824077,1.440935230255127,0.07600393056291824,True,balanced,10,0.7,5,15,3000,-1,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 0.7, 'min_samples_leaf': 5, 'min_samples_split': 15, 'n_estimators': 3000, 'n_jobs': -1}",0.3877551020408163,0.775,0.5208333333333334,0.8367346938775511,0.6458333333333333,0.6332312925170068,0.16405040294909567,259
0,74,14.463224077224732,0.5035873423646301,0.6021794319152832,0.06141379306731762,True,balanced,10,0.7,10,5,1000,-1,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 0.7, 'min_samples_leaf': 10, 'min_samples_split': 5, 'n_estimators': 1000, 'n_jobs': -1}",0.4285714285714286,0.8,0.47916666666666663,0.7959183673469388,0.6875,0.6382312925170067,0.15666559773783817,232
0,74,27.90647292137146,0.4344199722322474,1.0303874969482423,0.08719268989258802,True,balanced,10,0.7,10,5,2000,-1,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 0.7, 'min_samples_leaf': 10, 'min_samples_split': 5, 'n_estimators': 2000, 'n_jobs': -1}",0.326530612244898,0.85,0.5416666666666666,0.8571428571428571,0.6875,0.6525680272108844,0.20032473405563206,111
0,74,41.28898468017578,0.6671911735874028,1.4278060436248778,0.06239814696335971,True,balanced,10,0.7,10,5,3000,-1,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 0.7, 'min_samples_leaf': 10, 'min_samples_split': 5, 'n_estimators': 3000, 'n_jobs': -1}",0.4285714285714286,0.8,0.5,0.8163265306122449,0.6458333333333334,0.6381462585034015,0.15556987639268355,234
0,74,14.079114294052124,0.3821799939354345,0.5566030025482178,0.07498828678367393,True,balanced,10,0.7,10,10,1000,-1,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 0.7, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 1000, 'n_jobs': -1}",0.4285714285714286,0.825,0.5208333333333334,0.7959183673469388,0.6458333333333334,0.643231292517007,0.1532449634135043,186
0,74,27.578971958160402,0.16145572504952296,0.9652061939239502,0.05183474989126857,True,balanced,10,0.7,10,10,2000,-1,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 0.7, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 2000, 'n_jobs': -1}",0.3469387755102041,0.775,0.5625,0.836734693877551,0.6666666666666667,0.6375680272108843,0.1729174425715511,238
0,74,41.349013566970825,0.2935612085148012,1.3942251205444336,0.0794021136986291,True,balanced,10,0.7,10,10,3000,-1,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 0.7, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 3000, 'n_jobs': -1}",0.4285714285714286,0.825,0.5,0.7959183673469388,0.6875,0.6473979591836734,0.15800011334935488,155
0,74,13.588245105743407,0.2254860509608898,0.6000336647033692,0.027478855874878035,True,balanced,10,0.7,10,15,1000,-1,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 0.7, 'min_samples_leaf': 10, 'min_samples_split': 15, 'n_estimators': 1000, 'n_jobs': -1}",0.489795918367347,0.8,0.4583333333333333,0.7755102040816326,0.6666666666666667,0.6380612244897959,0.14157639364374874,235
0,74,27.876205348968504,0.6001102320429713,0.9593722820281982,0.1005915030702198,True,balanced,10,0.7,10,15,2000,-1,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 0.7, 'min_samples_leaf': 10, 'min_samples_split': 15, 'n_estimators': 2000, 'n_jobs': -1}",0.5102040816326531,0.75,0.5,0.8367346938775511,0.6666666666666667,0.6527210884353742,0.13202537699709457,107
0,74,41.60705542564392,0.22102260252184838,1.5079524040222168,0.1118390561301764,True,balanced,10,0.7,10,15,3000,-1,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 0.7, 'min_samples_leaf': 10, 'min_samples_split': 15, 'n_estimators': 3000, 'n_jobs': -1}",0.38775510204081637,0.85,0.5625,0.7959183673469388,0.6666666666666667,0.6525680272108844,0.16611177585819578,111
0,74,11.889234018325805,0.23213879474229357,0.5423477172851563,0.060764030362204756,True,balanced,10,0.7,15,5,1000,-1,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 0.7, 'min_samples_leaf': 15, 'min_samples_split': 5, 'n_estimators': 1000, 'n_jobs': -1}",0.44897959183673464,0.75,0.625,0.7755102040816327,0.6249999999999999,0.6448979591836734,0.116001604923623,171
0,74,24.317780590057374,0.6211000517009054,0.9432258605957031,0.08445091851800615,True,balanced,10,0.7,15,5,2000,-1,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 0.7, 'min_samples_leaf': 15, 'min_samples_split': 5, 'n_estimators': 2000, 'n_jobs': -1}",0.46938775510204084,0.825,0.5833333333333334,0.8163265306122449,0.6041666666666666,0.6596428571428572,0.13927707148851712,62
0,74,36.14231276512146,0.14541836622432822,1.4878408432006835,0.06539124832474272,True,balanced,10,0.7,15,5,3000,-1,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 0.7, 'min_samples_leaf': 15, 'min_samples_split': 5, 'n_estimators': 3000, 'n_jobs': -1}",0.46938775510204084,0.8,0.5833333333333334,0.7959183673469387,0.6458333333333333,0.6588945578231293,0.12686937589307132,65
0,74,11.9502854347229,0.26139718289831854,0.5713605403900146,0.04963049193107685,True,balanced,10,0.7,15,10,1000,-1,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 0.7, 'min_samples_leaf': 15, 'min_samples_split': 10, 'n_estimators': 1000, 'n_jobs': -1}",0.42857142857142855,0.85,0.5208333333333333,0.7959183673469387,0.6458333333333333,0.6482312925170067,0.15937912625697317,149
0,74,24.17778573036194,0.1793132597921772,1.0267541408538818,0.1317452733582719,True,balanced,10,0.7,15,10,2000,-1,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 0.7, 'min_samples_leaf': 15, 'min_samples_split': 10, 'n_estimators': 2000, 'n_jobs': -1}",0.4489795918367347,0.825,0.5625,0.7551020408163266,0.6458333333333333,0.6474829931972789,0.1339571408897405,153
0,74,35.847620487213135,0.6170648837350031,1.4348747730255127,0.04147348825816743,True,balanced,10,0.7,15,10,3000,-1,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 0.7, 'min_samples_leaf': 15, 'min_samples_split': 10, 'n_estimators': 3000, 'n_jobs': -1}",0.36734693877551017,0.825,0.5833333333333334,0.8163265306122449,0.6041666666666666,0.6392346938775509,0.16979278407189152,219
0,74,12.094339656829835,0.1460862605614364,0.5513627052307128,0.02524652853843108,True,balanced,10,0.7,15,15,1000,-1,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 0.7, 'min_samples_leaf': 15, 'min_samples_split': 15, 'n_estimators': 1000, 'n_jobs': -1}",0.4285714285714286,0.825,0.5416666666666666,0.7755102040816327,0.5833333333333334,0.6308163265306123,0.14815458986488816,268
0,74,23.47844319343567,0.33401849394402877,1.0313805103302003,0.15360289732210408,True,balanced,10,0.7,15,15,2000,-1,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 0.7, 'min_samples_leaf': 15, 'min_samples_split': 15, 'n_estimators': 2000, 'n_jobs': -1}",0.40816326530612246,0.85,0.5833333333333334,0.8163265306122449,0.5833333333333334,0.6482312925170068,0.1643306230080017,147
0,74,35.99931554794311,0.31283303499892634,1.503950548171997,0.07662467796880726,True,balanced,10,0.7,15,15,3000,-1,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 0.7, 'min_samples_leaf': 15, 'min_samples_split': 15, 'n_estimators': 3000, 'n_jobs': -1}",0.4489795918367347,0.85,0.5833333333333334,0.7959183673469388,0.6041666666666666,0.6564795918367345,0.14699427727932637,78
0,74,15.464414119720459,0.9024293019070966,0.7551984310150146,0.1256595183660896,True,balanced,10,,5,5,1000,-1,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 1000, 'n_jobs': -1}",0.3877551020408163,0.8,0.5416666666666667,0.7959183673469388,0.6875,0.6425680272108844,0.15838607669125412,196
0,74,37.53339204788208,0.4659382817017232,1.123415231704712,0.19041676144441683,True,balanced,10,,5,5,2000,-1,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 2000, 'n_jobs': -1}",0.30612244897959184,0.75,0.47916666666666663,0.8163265306122449,0.6041666666666666,0.591156462585034,0.184330245823082,531
0,74,60.67971630096436,1.0897325207517006,1.7357075691223145,0.14106396610562089,True,balanced,10,,5,5,3000,-1,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 3000, 'n_jobs': -1}",0.3673469387755102,0.775,0.5208333333333333,0.7959183673469388,0.6458333333333333,0.6209863945578231,0.1608119182982957,309
